City_name,Package,Variety,Price,Origin,Size,Color
BOSTON,24_inch_bins,FAIRYTALE,285,MASSACHUSETTS,xlge,WHITE
COLUMBIA,36_inch_bins,HOWDEN_TYPE,150,MICHIGAN,lge,ORANGE
CHICAGO,36_inch_bins,HOWDEN_TYPE,60,OHIO,xlge,MountbattenPink
BOSTON,36_inch_bins,HOWDEN_TYPE,180,MICHIGAN,xlge,ORANGE
COLUMBIA,24_inch_bins,HOWDEN_TYPE,120,NORTH_CAROLINA,med,ORANGE
COLUMBIA,36_inch_bins,HOWDEN_TYPE,140,VIRGINIA,lge,ORANGE
CHICAGO,24_inch_bins,PIE_TYPE,200,ILLINOIS,med,MountbattenPink
DALLAS,36_inch_bins,CINDERELLA,160,TEXAS,jbo,MountbattenPink
COLUMBIA,36_inch_bins,HOWDEN_TYPE,150,VIRGINIA,lge,MountbattenPink
BOSTON,36_inch_bins,PIE_TYPE,300,MASSACHUSETTS,med-lge,ORANGE
BOSTON,36_inch_bins,PIE_TYPE,225,PENNSYLVANIA,med-lge,ORANGE
ATLANTA,24_inch_bins,PIE_TYPE,135,NORTH_CAROLINA,sml,MountbattenPink
DALLAS,24_inch_bins,HOWDEN_TYPE,125,TEXAS,sml,MountbattenPink
BOSTON,24_inch_bins,PIE_TYPE,200,MICHIGAN,sml,ORANGE
BOSTON,36_inch_bins,PIE_TYPE,225,PENNSYLVANIA,sml,ORANGE
CHICAGO,36_inch_bins,HOWDEN_TYPE,130,MICHIGAN,lge,MountbattenPink
BALTIMORE,36_inch_bins,HOWDEN_TYPE,160,MARYLAND,med,MountbattenPink
COLUMBIA,24_inch_bins,HOWDEN_WHITE_TYPE,200,PENNSYLVANIA,sml,MountbattenPink
DALLAS,24_inch_bins,CINDERELLA,150,TEXAS,jbo,MountbattenPink
COLUMBIA,36_inch_bins,HOWDEN_TYPE,190,PENNSYLVANIA,jbo,ORANGE
BOSTON,24_inch_bins,BIG_MACK_TYPE,285,MASSACHUSETTS,xlge,ORANGE
COLUMBIA,24_inch_bins,MIXED_HEIRLOOM_VARIETIES,200,PENNSYLVANIA,unknown,MountbattenPink
BOSTON,36_inch_bins,HOWDEN_TYPE,180,CANADA,lge,ORANGE
DALLAS,24_inch_bins,CINDERELLA,150,TEXAS,jbo,MountbattenPink
COLUMBIA,24_inch_bins,PIE_TYPE,200,VIRGINIA,med,ORANGE
DALLAS,24_inch_bins,HOWDEN_TYPE,160,TEXAS,lge,MountbattenPink
BOSTON,36_inch_bins,HOWDEN_TYPE,180,MICHIGAN,jbo,ORANGE
BOSTON,36_inch_bins,HOWDEN_TYPE,180,CANADA,lge,ORANGE
BALTIMORE,24_inch_bins,BIG_MACK_TYPE,60,VIRGINIA,unknown,MountbattenPink
BALTIMORE,24_inch_bins,CINDERELLA,200,MARYLAND,xlge,MountbattenPink
BOSTON,36_inch_bins,HOWDEN_TYPE,200,CANADA,xlge,ORANGE
CHICAGO,1_1/9_bushel_cartons,PIE_TYPE,17,MICHIGAN,med,MountbattenPink
BALTIMORE,1_1/9_bushel_cartons,PIE_TYPE,15,DELAWARE,unknown,MountbattenPink
COLUMBIA,36_inch_bins,HOWDEN_TYPE,150,VIRGINIA,xlge,MountbattenPink
BOSTON,24_inch_bins,FAIRYTALE,285,MASSACHUSETTS,xlge,WHITE
COLUMBIA,bushel_cartons,PIE_TYPE,20,MICHIGAN,med,MountbattenPink
ATLANTA,24_inch_bins,HOWDEN_TYPE,154.75,MICHIGAN,med-lge,MountbattenPink
BOSTON,36_inch_bins,HOWDEN_TYPE,160,PENNSYLVANIA,lge,ORANGE
BOSTON,36_inch_bins,PIE_TYPE,280,MICHIGAN,med-lge,ORANGE
BALTIMORE,1_1/9_bushel_cartons,PIE_TYPE,17,OHIO,med,MountbattenPink
COLUMBIA,36_inch_bins,HOWDEN_TYPE,150,PENNSYLVANIA,lge,MountbattenPink
BOSTON,36_inch_bins,PIE_TYPE,280,MICHIGAN,med-lge,ORANGE
DALLAS,24_inch_bins,HOWDEN_TYPE,150,TEXAS,med,MountbattenPink
COLUMBIA,24_inch_bins,FAIRYTALE,175,PENNSYLVANIA,lge,MountbattenPink
BALTIMORE,50_lb_sacks,CINDERELLA,15,VIRGINIA,lge,MountbattenPink
COLUMBIA,1/2_bushel_cartons,MINIATURE,17,PENNSYLVANIA,unknown,ORANGE
BOSTON,36_inch_bins,HOWDEN_TYPE,225,MASSACHUSETTS,xlge,ORANGE
COLUMBIA,36_inch_bins,PIE_TYPE,200,PENNSYLVANIA,med,ORANGE
BOSTON,36_inch_bins,HOWDEN_TYPE,180,CANADA,lge,ORANGE
COLUMBIA,bushel_cartons,PIE_TYPE,19,MICHIGAN,med-lge,ORANGE
CHICAGO,1/2_bushel_cartons,MINIATURE,17,MICHIGAN,sml,ORANGE
COLUMBIA,24_inch_bins,KNUCKLE_HEAD,125,PENNSYLVANIA,med,MountbattenPink
CHICAGO,1_1/9_bushel_cartons,PIE_TYPE,17,MICHIGAN,med,MountbattenPink
DALLAS,24_inch_bins,FAIRYTALE,250,TEXAS,jbo,MountbattenPink
COLUMBIA,1/2_bushel_cartons,MINIATURE,18,PENNSYLVANIA,sml,ORANGE
BALTIMORE,24_inch_bins,BIG_MACK_TYPE,60,MARYLAND,jbo,MountbattenPink
CHICAGO,1_1/9_bushel_cartons,PIE_TYPE,17,ILLINOIS,med,MountbattenPink
DALLAS,36_inch_bins,HOWDEN_TYPE,150,MEXICO,med-lge,MountbattenPink
BOSTON,36_inch_bins,PIE_TYPE,220,VERMONT,sml,ORANGE
COLUMBIA,1/2_bushel_cartons,MINIATURE,18,PENNSYLVANIA,sml,ORANGE
BOSTON,36_inch_bins,HOWDEN_TYPE,180,CANADA,lge,ORANGE
CHICAGO,1_1/9_bushel_cartons,PIE_TYPE,22.5,OHIO,med,MountbattenPink
COLUMBIA,36_inch_bins,HOWDEN_TYPE,150,NORTH_CAROLINA,lge,ORANGE
COLUMBIA,24_inch_bins,PIE_TYPE,200,PENNSYLVANIA,lge,MountbattenPink
BOSTON,24_inch_bins,PIE_TYPE,180,PENNSYLVANIA,sml,ORANGE
CHICAGO,36_inch_bins,HOWDEN_TYPE,135,ILLINOIS,lge,MountbattenPink
BOSTON,36_inch_bins,HOWDEN_TYPE,200,CANADA,jbo,ORANGE
DALLAS,36_inch_bins,BIG_MACK_TYPE,60,TEXAS,exjbo,MountbattenPink
CHICAGO,1_1/9_bushel_cartons,PIE_TYPE,17,OHIO,med,MountbattenPink
BOSTON,36_inch_bins,HOWDEN_TYPE,225,MASSACHUSETTS,lge,ORANGE
DALLAS,36_inch_bins,FAIRYTALE,160,TEXAS,jbo,MountbattenPink
BOSTON,1_1/9_bushel_cartons,PIE_TYPE,16,MASSACHUSETTS,sml,ORANGE
ATLANTA,24_inch_bins,PIE_TYPE,135,NORTH_CAROLINA,sml,MountbattenPink
BALTIMORE,1/2_bushel_cartons,MINIATURE,15,MARYLAND,sml,WHITE
BALTIMORE,36_inch_bins,HOWDEN_TYPE,130,MARYLAND,sml,MountbattenPink
ATLANTA,36_inch_bins,PIE_TYPE,286,MICHIGAN,sml,MountbattenPink
COLUMBIA,36_inch_bins,HOWDEN_TYPE,140,NORTH_CAROLINA,med,ORANGE
COLUMBIA,36_inch_bins,HOWDEN_TYPE,150,PENNSYLVANIA,med,ORANGE
DALLAS,24_inch_bins,HOWDEN_TYPE,125,TEXAS,sml,MountbattenPink
CHICAGO,bins,FAIRYTALE,200,ILLINOIS,xlge,MountbattenPink
COLUMBIA,36_inch_bins,HOWDEN_TYPE,150,PENNSYLVANIA,xlge,ORANGE
COLUMBIA,24_inch_bins,KNUCKLE_HEAD,125,PENNSYLVANIA,med,MountbattenPink
BALTIMORE,1_1/9_bushel_cartons,PIE_TYPE,16,DELAWARE,med,ORANGE
BOSTON,24_inch_bins,KNUCKLE_HEAD,285,MASSACHUSETTS,xlge,ORANGE
DALLAS,36_inch_bins,PIE_TYPE,250,TEXAS,unknown,MountbattenPink
BOSTON,1/2_bushel_cartons,MINIATURE,18,MASSACHUSETTS,sml,ORANGE
COLUMBIA,bushel_cartons,MINIATURE,30,PENNSYLVANIA,lge,ORANGE
CHICAGO,1/2_bushel_cartons,MINIATURE,19,CANADA,sml,MountbattenPink
CHICAGO,36_inch_bins,PIE_TYPE,200,CANADA,med-lge,MountbattenPink
BOSTON,36_inch_bins,HOWDEN_TYPE,160,CANADA,med-lge,ORANGE
COLUMBIA,36_inch_bins,HOWDEN_TYPE,150,VIRGINIA,lge,MountbattenPink
COLUMBIA,36_inch_bins,HOWDEN_TYPE,150,PENNSYLVANIA,med,ORANGE
BALTIMORE,24_inch_bins,FAIRYTALE,260,MARYLAND,xlge,MountbattenPink
BOSTON,24_inch_bins,BLUE_TYPE,285,MASSACHUSETTS,xlge,ORANGE
CHICAGO,1/2_bushel_cartons,MINIATURE,18,MICHIGAN,sml,ORANGE
BALTIMORE,24_inch_bins,BIG_MACK_TYPE,60,MARYLAND,jbo,MountbattenPink
CHICAGO,36_inch_bins,FAIRYTALE,200,ILLINOIS,med,MountbattenPink
COLUMBIA,1/2_bushel_cartons,MINIATURE,18,PENNSYLVANIA,sml,WHITE
CHICAGO,1_1/9_bushel_cartons,PIE_TYPE,22.5,OHIO,med,MountbattenPink
CHICAGO,36_inch_bins,MIXED_HEIRLOOM_VARIETIES,175,ILLINOIS,lge,MountbattenPink
BOSTON,36_inch_bins,HOWDEN_TYPE,225,MASSACHUSETTS,sml,ORANGE
COLUMBIA,36_inch_bins,PIE_TYPE,200,PENNSYLVANIA,med,ORANGE
BOSTON,36_inch_bins,HOWDEN_TYPE,160,PENNSYLVANIA,xlge,ORANGE
BOSTON,36_inch_bins,BIG_MACK_TYPE,200,MASSACHUSETTS,sml,MountbattenPink
CHICAGO,1/2_bushel_cartons,MINIATURE,17,MICHIGAN,sml,MountbattenPink
DALLAS,36_inch_bins,HOWDEN_TYPE,140,TEXAS,jbo,MountbattenPink
BOSTON,36_inch_bins,HOWDEN_TYPE,180,MICHIGAN,xlge,ORANGE
CHICAGO,24_inch_bins,PIE_TYPE,200,ILLINOIS,med,MountbattenPink
CHICAGO,1/2_bushel_cartons,MINIATURE,17,MICHIGAN,sml,ORANGE
DALLAS,24_inch_bins,MIXED_HEIRLOOM_VARIETIES,150,TEXAS,med,MountbattenPink
CHICAGO,1/2_bushel_cartons,MINIATURE,17,OHIO,sml,ORANGE
BALTIMORE,24_inch_bins,BIG_MACK_TYPE,60,MARYLAND,med,WHITE
BALTIMORE,24_inch_bins,BIG_MACK_TYPE,60,VIRGINIA,jbo,MountbattenPink
COLUMBIA,24_inch_bins,PIE_TYPE,250,PENNSYLVANIA,sml,ORANGE
BALTIMORE,1/2_bushel_cartons,MINIATURE,18,VIRGINIA,sml,MountbattenPink
BOSTON,36_inch_bins,HOWDEN_TYPE,160,PENNSYLVANIA,lge,ORANGE
BOSTON,36_inch_bins,HOWDEN_TYPE,200,CANADA,jbo,ORANGE
BOSTON,1_1/9_bushel_crates,PIE_TYPE,16,MASSACHUSETTS,sml,ORANGE
BOSTON,24_inch_bins,PIE_TYPE,180,CANADA,sml,ORANGE
CHICAGO,bins,FAIRYTALE,200,ILLINOIS,xlge,MountbattenPink
BOSTON,36_inch_bins,BIG_MACK_TYPE,200,MASSACHUSETTS,xlge,MountbattenPink
CHICAGO,1/2_bushel_cartons,MINIATURE,17,MICHIGAN,sml,ORANGE
COLUMBIA,36_inch_bins,HOWDEN_TYPE,150,PENNSYLVANIA,lge,MountbattenPink
BOSTON,36_inch_bins,HOWDEN_TYPE,160,PENNSYLVANIA,xlge,ORANGE
BOSTON,36_inch_bins,PIE_TYPE,225,PENNSYLVANIA,sml,ORANGE
COLUMBIA,24_inch_bins,CINDERELLA,170,NORTH_CAROLINA,med,MountbattenPink
COLUMBIA,36_inch_bins,HOWDEN_TYPE,140,VIRGINIA,med,ORANGE
BOSTON,36_inch_bins,PIE_TYPE,220,MASSACHUSETTS,sml,ORANGE
BOSTON,1_1/9_bushel_crates,PIE_TYPE,16,MASSACHUSETTS,sml,ORANGE
BOSTON,1/2_bushel_cartons,FAIRYTALE,16,MASSACHUSETTS,sml,ORANGE
BALTIMORE,24_inch_bins,MIXED_HEIRLOOM_VARIETIES,240,MARYLAND,unknown,MountbattenPink
ATLANTA,24_inch_bins,PIE_TYPE,135,NORTH_CAROLINA,sml,MountbattenPink
BOSTON,36_inch_bins,PIE_TYPE,220,VERMONT,sml,ORANGE
BALTIMORE,24_inch_bins,BIG_MACK_TYPE,60,MARYLAND,lge,WHITE
BOSTON,36_inch_bins,PIE_TYPE,225,PENNSYLVANIA,med-lge,ORANGE
BOSTON,1/2_bushel_cartons,MINIATURE,18,MASSACHUSETTS,sml,WHITE
CHICAGO,36_inch_bins,FAIRYTALE,200,ILLINOIS,med,MountbattenPink
BALTIMORE,24_inch_bins,BIG_MACK_TYPE,60,MARYLAND,unknown,MountbattenPink
BOSTON,1_1/9_bushel_crates,PIE_TYPE,16,MASSACHUSETTS,sml,ORANGE
BOSTON,36_inch_bins,HOWDEN_TYPE,180,CANADA,lge,ORANGE
COLUMBIA,36_inch_bins,HOWDEN_TYPE,160,VIRGINIA,jbo,MountbattenPink
CHICAGO,1/2_bushel_cartons,MINIATURE,17,OHIO,sml,WHITE
COLUMBIA,36_inch_bins,HOWDEN_TYPE,150,NORTH_CAROLINA,lge,ORANGE
COLUMBIA,36_inch_bins,HOWDEN_TYPE,125,PENNSYLVANIA,sml,ORANGE
COLUMBIA,24_inch_bins,PIE_TYPE,185,PENNSYLVANIA,med-lge,ORANGE
BOSTON,36_inch_bins,HOWDEN_TYPE,160,CANADA,med-lge,ORANGE
BALTIMORE,24_inch_bins,BIG_MACK_TYPE,60,MARYLAND,lge,WHITE
COLUMBIA,36_inch_bins,PIE_TYPE,200,PENNSYLVANIA,med,ORANGE
BOSTON,36_inch_bins,HOWDEN_TYPE,200,CANADA,xlge,ORANGE
BALTIMORE,24_inch_bins,FAIRYTALE,240,MARYLAND,xlge,MountbattenPink
COLUMBIA,24_inch_bins,PIE_TYPE,185,PENNSYLVANIA,med-lge,ORANGE
ATLANTA,24_inch_bins,HOWDEN_TYPE,154.75,MICHIGAN,xlge,MountbattenPink
COLUMBIA,bushel_cartons,MINIATURE,30,PENNSYLVANIA,lge,ORANGE
DALLAS,20_lb_cartons,PIE_TYPE,21,MISSOURI,lge,MountbattenPink
COLUMBIA,1/2_bushel_cartons,MINIATURE,17,PENNSYLVANIA,unknown,STRIPED
COLUMBIA,1/2_bushel_cartons,MINIATURE,18,PENNSYLVANIA,sml,ORANGE
BALTIMORE,1/2_bushel_cartons,MINIATURE,18,PENNSYLVANIA,unknown,ORANGE
COLUMBIA,36_inch_bins,HOWDEN_TYPE,160,VIRGINIA,jbo,MountbattenPink
COLUMBIA,36_inch_bins,HOWDEN_TYPE,140,VIRGINIA,med,ORANGE
DALLAS,24_inch_bins,HOWDEN_TYPE,150,TEXAS,med,MountbattenPink
BOSTON,36_inch_bins,HOWDEN_TYPE,160,CANADA,sml,ORANGE
BALTIMORE,24_inch_bins,FAIRYTALE,260,VIRGINIA,xlge,MountbattenPink
CHICAGO,1/2_bushel_cartons,MINIATURE,18,MICHIGAN,sml,ORANGE
CHICAGO,36_inch_bins,HOWDEN_WHITE_TYPE,150,ILLINOIS,lge,MountbattenPink
BALTIMORE,1/2_bushel_cartons,MINIATURE,15,MARYLAND,sml,WHITE
BOSTON,36_inch_bins,HOWDEN_TYPE,225,MASSACHUSETTS,sml,ORANGE
BOSTON,24_inch_bins,CINDERELLA,285,MASSACHUSETTS,xlge,ORANGE
CHICAGO,1_1/9_bushel_cartons,PIE_TYPE,19,MICHIGAN,med,MountbattenPink
BOSTON,24_inch_bins,KNUCKLE_HEAD,285,MASSACHUSETTS,xlge,ORANGE
BOSTON,24_inch_bins,CINDERELLA,285,MASSACHUSETTS,xlge,WHITE
DALLAS,24_inch_bins,HOWDEN_TYPE,170,TEXAS,jbo,MountbattenPink
COLUMBIA,1/2_bushel_cartons,MINIATURE,18,PENNSYLVANIA,sml,WHITE
BOSTON,36_inch_bins,HOWDEN_TYPE,225,MICHIGAN,jbo,MountbattenPink
DALLAS,36_inch_bins,HOWDEN_TYPE,150,TEXAS,med-lge,MountbattenPink
DALLAS,24_inch_bins,HOWDEN_TYPE,160,TEXAS,med,MountbattenPink
COLUMBIA,36_inch_bins,HOWDEN_TYPE,140,VIRGINIA,lge,ORANGE
BOSTON,36_inch_bins,BIG_MACK_TYPE,200,MASSACHUSETTS,sml,MountbattenPink
COLUMBIA,24_inch_bins,MIXED_HEIRLOOM_VARIETIES,200,PENNSYLVANIA,unknown,MountbattenPink
CHICAGO,1_1/9_bushel_cartons,PIE_TYPE,18,OHIO,med,MountbattenPink
COLUMBIA,36_inch_bins,HOWDEN_TYPE,160,NORTH_CAROLINA,jbo,ORANGE
BALTIMORE,24_inch_bins,CINDERELLA,340,MARYLAND,jbo,MountbattenPink
BALTIMORE,1/2_bushel_cartons,MINIATURE,15,MARYLAND,sml,MountbattenPink
BOSTON,36_inch_bins,HOWDEN_TYPE,200,CANADA,exjbo,ORANGE
BALTIMORE,24_inch_bins,FAIRYTALE,260,MARYLAND,xlge,MountbattenPink
COLUMBIA,bushel_cartons,MINIATURE,30,PENNSYLVANIA,lge,ORANGE
BOSTON,1/2_bushel_cartons,MINIATURE,18,MASSACHUSETTS,sml,WHITE
BOSTON,36_inch_bins,HOWDEN_TYPE,200,CANADA,exjbo,ORANGE
COLUMBIA,24_inch_bins,PIE_TYPE,200,PENNSYLVANIA,lge,MountbattenPink
COLUMBIA,24_inch_bins,MIXED_HEIRLOOM_VARIETIES,200,PENNSYLVANIA,unknown,MountbattenPink
COLUMBIA,24_inch_bins,PIE_TYPE,200,VIRGINIA,med,MountbattenPink
DALLAS,24_inch_bins,FAIRYTALE,150,TEXAS,sml,MountbattenPink
BOSTON,36_inch_bins,HOWDEN_TYPE,180,CANADA,lge,ORANGE
BOSTON,36_inch_bins,PIE_TYPE,300,MASSACHUSETTS,unknown,MountbattenPink
BOSTON,1/2_bushel_cartons,MINIATURE,18,MASSACHUSETTS,sml,ORANGE
COLUMBIA,24_inch_bins,PIE_TYPE,185,PENNSYLVANIA,med-lge,ORANGE
CHICAGO,1/2_bushel_cartons,MINIATURE,19,MICHIGAN,sml,MountbattenPink
BOSTON,24_inch_bins,CINDERELLA,285,MASSACHUSETTS,xlge,ORANGE
COLUMBIA,bushel_cartons,MINIATURE,30,PENNSYLVANIA,lge,ORANGE
DALLAS,24_inch_bins,HOWDEN_TYPE,160,TEXAS,lge,MountbattenPink
COLUMBIA,36_inch_bins,HOWDEN_TYPE,160,NORTH_CAROLINA,jbo,ORANGE
BOSTON,36_inch_bins,HOWDEN_TYPE,160,CANADA,med-lge,ORANGE
BALTIMORE,1/2_bushel_cartons,MINIATURE,15,MARYLAND,sml,MountbattenPink
DALLAS,24_inch_bins,FAIRYTALE,225,TEXAS,lge,MountbattenPink
BALTIMORE,36_inch_bins,HOWDEN_TYPE,170,MARYLAND,med,MountbattenPink
COLUMBIA,24_inch_bins,HOWDEN_WHITE_TYPE,200,VIRGINIA,sml,MountbattenPink
COLUMBIA,24_inch_bins,KNUCKLE_HEAD,125,PENNSYLVANIA,med,MountbattenPink
BALTIMORE,24_inch_bins,BIG_MACK_TYPE,60,MARYLAND,unknown,WHITE
COLUMBIA,36_inch_bins,HOWDEN_TYPE,140,NORTH_CAROLINA,med,ORANGE
BOSTON,24_inch_bins,FAIRYTALE,285,MASSACHUSETTS,xlge,ORANGE
COLUMBIA,bushel_cartons,MINIATURE,28,PENNSYLVANIA,sml,WHITE
BALTIMORE,1_1/9_bushel_cartons,PIE_TYPE,15,DELAWARE,unknown,MountbattenPink
COLUMBIA,1/2_bushel_cartons,MINIATURE,18,PENNSYLVANIA,sml,ORANGE
COLUMBIA,bushel_cartons,MINIATURE,28,PENNSYLVANIA,sml,WHITE
CHICAGO,24_inch_bins,HOWDEN_TYPE,220,ILLINOIS,lge,ORANGE
COLUMBIA,24_inch_bins,HOWDEN_WHITE_TYPE,200,VIRGINIA,sml,MountbattenPink
COLUMBIA,36_inch_bins,HOWDEN_TYPE,140,NORTH_CAROLINA,med,ORANGE
COLUMBIA,24_inch_bins,KNUCKLE_HEAD,170,NORTH_CAROLINA,med,MountbattenPink
BOSTON,36_inch_bins,HOWDEN_TYPE,180,MICHIGAN,jbo,ORANGE
BALTIMORE,1/2_bushel_cartons,MINIATURE,18,VIRGINIA,sml,MountbattenPink
DALLAS,24_inch_bins,HOWDEN_TYPE,150,TEXAS,med,MountbattenPink
CHICAGO,36_inch_bins,PIE_TYPE,200,ILLINOIS,med-lge,MountbattenPink
BALTIMORE,1_1/9_bushel_cartons,PIE_TYPE,18,DELAWARE,sml,MountbattenPink
BALTIMORE,36_inch_bins,HOWDEN_TYPE,160,MARYLAND,med,MountbattenPink
BALTIMORE,50_lb_sacks,CINDERELLA,24,MEXICO,lge,MountbattenPink
BALTIMORE,24_inch_bins,CINDERELLA,200,VIRGINIA,xlge,MountbattenPink
BOSTON,1/2_bushel_cartons,FAIRYTALE,16,MASSACHUSETTS,sml,ORANGE
BOSTON,1/2_bushel_cartons,MINIATURE,18,MASSACHUSETTS,sml,WHITE
COLUMBIA,bushel_cartons,MINIATURE,28,PENNSYLVANIA,sml,WHITE
